"","session","site","habitat","octocoral","stony","relief_cm","Order","family","binomial","species","size_bin","nocturnal","position","behavior","max_length","colouration","cryptic_behaviour","SVC_date","SVC_max_depth","SVC_area","SVC_abundance","SVC_density","prey_date","prey_depth","prey_area","prey_abundance","prey_density","pred_date","pred_depth","pred_area","pred_abundance","pred_density","SVC_prey_difference","SVC_pred_difference","prey_pred_difference"
"71",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Haemulidae","Haemulon sciurus","bluestriped grunt",4,0,"demersal","schooling",46,"none",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"72",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Gobiidae","Coryphopterus glaucofraenum","bridled goby",1,0,"demersal","solitary",8,"cryptic",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,2,0.0166666666666667,"2014-09-16",16,3276,0,0,-0.0166666666666667,0,0.0166666666666667
"73",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Serranidae","Hypoplectrus unicolor","butter hamlet",2,0,"demersal","solitary",13,"conspicuous",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"74",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Gobiidae","Gnatholepis thompsoni","goldspot goby",1,0,"demersal","solitary",5.6,"cryptic",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"75",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Sciaenidae","Pareques acuminatus","highhat",3,1,"demersal","schooling",25,"conspicuous",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"76",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Gobiidae","Elacatinus oceanops","neon goby",1,0,"demersal","solitary",5,"conspicuous",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"77",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Chaenopsidae","Acanthemblemaria aspera","roughhead blenny",1,0,"benthic","solitary",4,"cryptic",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,2,0.0166666666666667,"2014-09-16",16,3276,0,0,-0.0166666666666667,0,0.0166666666666667
"78",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Lutjanidae","Lutjanus apodus","schoolmaster snapper",4,0,"demersal","solitary",67.2,"none",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"79",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Labridae","Halichoeres bivittatus","slippery dick",2,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"80",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",1,0,"demersal","shoaling",50,"none",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,2,0.0166666666666667,"2014-09-16",16,3276,0,0,-0.0166666666666667,0,0.0166666666666667
"81",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",3,0,"demersal","shoaling",50,"none",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,1,0.00833333333333333,"2014-09-16",16,3276,0,0,-0.00833333333333333,0,0.00833333333333333
"82",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Haemulidae","Haemulon plumierii","white grunt",2,0,"demersal","schooling",59,"none",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,2,0.0166666666666667,"2014-09-16",16,3276,0,0,-0.0166666666666667,0,0.0166666666666667
"83",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Haemulidae","Haemulon plumierii","white grunt",3,0,"demersal","schooling",59,"none",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,9,0.075,"2014-09-16",16,3276,0,0,-0.075,0,0.075
"84",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Haemulidae","Haemulon plumierii","white grunt",4,0,"demersal","schooling",59,"none",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,5,0.0416666666666667,"2014-09-16",16,3276,0,0,-0.0416666666666667,0,0.0416666666666667
"85",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",2,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,2,0.0166666666666667,"2014-09-16",16,3276,0,0,-0.0166666666666667,0,0.0166666666666667
"86",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper",1,0,"demersal","solitary",152,"none",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,0,0,"2014-09-16",16,3276,1,0.000305250305250305,0,-0.000305250305250305,-0.000305250305250305
"87",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray",6,1,"demersal","solitary",250,"none",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,0,0,"2014-09-16",16,3276,1,0.000305250305250305,0,-0.000305250305250305,-0.000305250305250305
"88",142,"BISC-P13a","Patch",80,5,49.0769230769231,"Scorpaeniformes","Scorpaenidae","Scorpaena plumieri","spotted scorpionfish",5,0,"demersal","solitary",50,"cryptic",1,"2014-09-16",20,153.93804,0,0,"2014-09-16",16,120,0,0,"2014-09-16",16,3276,1,0.000305250305250305,0,-0.000305250305250305,-0.000305250305250305
"89",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Halichoeres maculipinna","clown wrasse",2,0,"demersal","shoaling",18,"conspicuous",1,"2014-09-16",30,153.93804,2,0.0129922402545855,"2014-09-16",19.375,160,4,0.025,"2014-09-16",29,2000,0,0,-0.0120077597454145,0.0129922402545855,0.025
"90",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Chaetodontidae","Chaetodon capistratus","foureye butterflyfish",2,0,"demersal","solitary",7.5,"conspicuous",1,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.00600387987270723,0.00649612012729277,0.0125
"91",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Tetraodontiformes","Monacanthidae","Monacanthus tuckeri","slender filefish",1,0,"demersal","solitary",9,"none",1,"2014-09-16",30,153.93804,2,0.0129922402545855,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.0129922402545855,0.0129922402545855,0
"92",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma atomarium","greenblotch parrotfish",1,0,"demersal","shoaling",25,"none",1,"2014-09-16",30,153.93804,3,0.0194883603818783,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,0.00698836038187832,0.0194883603818783,0.0125
"93",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",1,0,"demersal","shoaling",25,"conspicuous",0,"2014-09-16",30,153.93804,3.5,0.0227364204455247,"2014-09-16",19.375,160,63,0.39375,"2014-09-16",29,2000,0,0,-0.371013579554475,0.0227364204455247,0.39375
"94",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",1,0,"demersal","shoaling",28,"cryptic",1,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,39,0.24375,"2014-09-16",29,2000,0,0,-0.237253879872707,0.00649612012729277,0.24375
"95",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",1,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,4,0.025,"2014-09-16",29,2000,0,0,-0.0185038798727072,0.00649612012729277,0.025
"96",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Halichoeres bivittatus","slippery dick",1,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-16",30,153.93804,1.5,0.00974418019093916,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.00974418019093916,0.00974418019093916,0
"97",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacentridae","Stegastes partitus","bicolor damselfish",1,0,"demersal","solitary",10,"conspicuous",0,"2014-09-16",30,153.93804,7.5,0.0487209009546958,"2014-09-16",19.375,160,57,0.35625,"2014-09-16",29,2000,0,0,-0.307529099045304,0.0487209009546958,0.35625
"98",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",2,0,"demersal","shoaling",28,"cryptic",1,"2014-09-16",30,153.93804,3,0.0194883603818783,"2014-09-16",19.375,160,11,0.06875,"2014-09-16",29,2000,0,0,-0.0492616396181217,0.0194883603818783,0.06875
"99",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Halichoeres garnoti","yellowhead wrasse",2,0,"demersal","shoaling",19.3,"conspicuous",0,"2014-09-16",30,153.93804,5,0.0324806006364639,"2014-09-16",19.375,160,21,0.13125,"2014-09-16",29,2000,0,0,-0.0987693993635361,0.0324806006364639,0.13125
"100",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Tetraodontiformes","Ostraciidae","Lactophrys triqueter","smooth trunkfish",4,0,"demersal","solitary",30,"conspicuous",0,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.00649612012729277,0.00649612012729277,0
"101",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Haemulidae","Haemulon plumierii","white grunt",4,0,"demersal","schooling",59,"none",0,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.00649612012729277,0.00649612012729277,0
"102",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",2,0,"demersal","solitary",35,"none",0,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.00649612012729277,0.00649612012729277,0
"103",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby",4,1,"demersal","solitary",33,"conspicuous",1,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,3,0.0015,-0.00600387987270723,0.00499612012729277,0.011
"104",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Tetraodontiformes","Tetraodontidae","Canthigaster rostrata","sharpnose puffer",1,0,"demersal","solitary",12,"conspicuous",0,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,7,0.04375,"2014-09-16",29,2000,0,0,-0.0372538798727072,0.00649612012729277,0.04375
"105",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Serranidae","Serranus baldwini","lantern bass",1,0,"demersal","solitary",7.5,"conspicuous",1,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.00649612012729277,0.00649612012729277,0
"106",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",2,0,"demersal","shoaling",25,"conspicuous",0,"2014-09-16",30,153.93804,9.5,0.0617131412092813,"2014-09-16",19.375,160,74,0.4625,"2014-09-16",29,2000,0,0,-0.400786858790719,0.0617131412092813,0.4625
"107",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",3,0,"demersal","shoaling",28,"cryptic",1,"2014-09-16",30,153.93804,11,0.0714573214002205,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,0.0652073214002205,0.0714573214002205,0.00625
"108",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Halichoeres bivittatus","slippery dick",2,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-16",30,153.93804,4.5,0.0292325405728175,"2014-09-16",19.375,160,4,0.025,"2014-09-16",29,2000,0,0,0.00423254057281748,0.0292325405728175,0.025
"109",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacentridae","Stegastes partitus","bicolor damselfish",2,0,"demersal","solitary",10,"conspicuous",0,"2014-09-16",30,153.93804,2.5,0.0162403003182319,"2014-09-16",19.375,160,25,0.15625,"2014-09-16",29,2000,0,0,-0.140009699681768,0.0162403003182319,0.15625
"110",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Chaetodontidae","Chaetodon capistratus","foureye butterflyfish",3,0,"demersal","solitary",7.5,"conspicuous",1,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.00649612012729277,0.00649612012729277,0
"111",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma atomarium","greenblotch parrotfish",2,0,"demersal","shoaling",25,"none",1,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,0,0,"2014-09-16",29,2000,0,0,0.00649612012729277,0.00649612012729277,0
"112",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Thalassoma bifasciatum","bluehead wrasse",3,0,"demersal","shoaling",25,"conspicuous",0,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.00600387987270723,0.00649612012729277,0.0125
"113",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",4,0,"demersal","shoaling",28,"cryptic",1,"2014-09-16",30,153.93804,1,0.00649612012729277,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.00600387987270723,0.00649612012729277,0.0125
"114",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Chaetodontidae","Chaetodon striatus","banded butterflyfish",3,0,"demersal","shoaling",16,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.0125,0,0.0125
"115",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Carangidae","Caranx ruber","bar jack",5,0,"demersal","schooling",50,"cryptic",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,6,0.0375,"2014-09-16",29,2000,0,0,-0.0375,0,0.0375
"116",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacentridae","Stegastes leucostictus","beaugregory",2,0,"demersal","solitary",10,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"117",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacentridae","Chromis cyanea","blue chromis",2,0,"demersal","shoaling",25,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.0125,0,0.0125
"118",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Gobiidae","Coryphopterus glaucofraenum","bridled goby",1,0,"demersal","solitary",8,"cryptic",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,11,0.06875,"2014-09-16",29,2000,0,0,-0.06875,0,0.06875
"119",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Gobiidae","Coryphopterus glaucofraenum","bridled goby",2,0,"demersal","solitary",8,"cryptic",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,4,0.025,"2014-09-16",29,2000,0,0,-0.025,0,0.025
"120",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Serranidae","Hypoplectrus unicolor","butter hamlet",2,0,"demersal","solitary",13,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"121",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Halichoeres maculipinna","clown wrasse",1,0,"demersal","shoaling",18,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"122",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Halichoeres maculipinna","clown wrasse",3,0,"demersal","shoaling",18,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.0125,0,0.0125
"123",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Gobiidae","Coryphopterus dicrus","colon goby",1,0,"demersal","solitary",5,"cryptic",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,22,0.1375,"2014-09-16",29,2000,0,0,-0.1375,0,0.1375
"124",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Clepticus parrae","creole wrasse",2,0,"demersal","shoaling",30,"conspicuous",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,6,0.0375,"2014-09-16",29,2000,0,0,-0.0375,0,0.0375
"125",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Acanthuridae","Acanthurus chirurgus","doctorfish",5,0,"demersal","solitary",35,"cryptic",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"126",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Gobiidae","Gnatholepis thompsoni","goldspot goby",1,0,"demersal","solitary",5.6,"cryptic",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,35,0.21875,"2014-09-16",29,2000,0,0,-0.21875,0,0.21875
"127",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Gobiidae","Gnatholepis thompsoni","goldspot goby",2,0,"demersal","solitary",5.6,"cryptic",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,3,0.01875,"2014-09-16",29,2000,0,0,-0.01875,0,0.01875
"128",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby",3,1,"demersal","solitary",33,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,2,0.001,-0.00625,-0.001,0.00525
"129",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby",5,1,"demersal","solitary",33,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,1,5e-04,-0.0125,-5e-04,0.012
"130",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Serranidae","Serranus tigrinus","harlequin bass",1,0,"demersal","solitary",12.3,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.0125,0,0.0125
"131",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Serranidae","Serranus tigrinus","harlequin bass",2,0,"demersal","solitary",12.3,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,3,0.01875,"2014-09-16",29,2000,0,0,-0.01875,0,0.01875
"132",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Sciaenidae","Pareques acuminatus","highhat",3,1,"demersal","schooling",25,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"133",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacentridae","Stegastes diencaeus","longfin damselfish",2,0,"demersal","solitary",13,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,5,0.03125,"2014-09-16",29,2000,0,0,-0.03125,0,0.03125
"134",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacentridae","Stegastes diencaeus","longfin damselfish",3,0,"demersal","solitary",13,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"135",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Gobiidae","Coryphopterus personatus","masked goby",1,0,"demersal","schooling",4,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,15,0.09375,"2014-09-16",29,2000,0,0,-0.09375,0,0.09375
"136",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",3,0,"demersal","solitary",35,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"137",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Acanthuridae","Acanthurus tractus","ocean surgeonfish",4,0,"demersal","solitary",35,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,4,0.025,"2014-09-16",29,2000,0,0,-0.025,0,0.025
"138",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Gobiidae","Coryphopterus eidolon","pallid goby",1,0,"demersal","solitary",6,"cryptic",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,3,0.01875,"2014-09-16",29,2000,0,0,-0.01875,0,0.01875
"139",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma aurofrenatum","redband parrotfish",5,0,"demersal","shoaling",28,"cryptic",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,3,0.01875,"2014-09-16",29,2000,0,0,-0.01875,0,0.01875
"140",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacanthidae","Holacanthus tricolor","rock beauty",1,0,"demersal","solitary",35,"conspicuous",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"141",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Chaenopsidae","Acanthemblemaria aspera","roughhead blenny",1,0,"benthic","solitary",4,"cryptic",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,6,0.0375,"2014-09-16",29,2000,0,0,-0.0375,0,0.0375
"142",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Tetraodontiformes","Monacanthidae","Aluterus scriptus","scrawled filefish",6,0,"demersal","solitary",110,"conspicuous",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"143",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Pomacentridae","Abudefduf saxatilis","sergeant major",3,0,"demersal","shoaling",23,"conspicuous",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"144",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Bodianus rufus","spanish hogfish",4,0,"demersal","solitary",40,"conspicuous",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"145",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Chaetodontidae","Chaetodon ocellatus","spotfin butterflyfish",3,0,"demersal","solitary",20,"conspicuous",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.0125,0,0.0125
"146",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",1,0,"demersal","shoaling",50,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.0125,0,0.0125
"147",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",2,0,"demersal","shoaling",50,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
"148",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Sparisoma viride","stoplight parrotfish",5,0,"demersal","shoaling",50,"none",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,2,0.0125,"2014-09-16",29,2000,0,0,-0.0125,0,0.0125
"149",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Perciformes","Labridae","Scarus iseri","striped parrotfish",1,0,"demersal","shoaling",35,"conspicuous",0,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,3,0.01875,"2014-09-16",29,2000,0,0,-0.01875,0,0.01875
"150",143,"BISC-W30a","Continuous",40,2,36.3846153846154,"Syngnathiformes","Aulostomidae","Aulostomus maculatus","trumpetfish",6,0,"demersal","solitary",80,"none",1,"2014-09-16",30,153.93804,0,0,"2014-09-16",19.375,160,1,0.00625,"2014-09-16",29,2000,0,0,-0.00625,0,0.00625
